sample_name	osd_id	hardware	cfd_hardware	flight_final	gravity_key	organ_final	cfd_scale	gravity_g	g_bl_mol_m2_s	delta_mm	sherwood	dC_CO2_mean_bl	o2_excess_ppm_bl	u_max	Ra_H2O	dC_H2O_mean	dC_H2O_peak	dC_CO2_mean	dC_CO2_peak	dC_O2_mean	dC_O2_peak	surf_dC_H2O_hw	surf_dC_CO2_hw	dishmean_CO2_hw	carbon_12h_pct_earth	A_start_umol_m2_s	A_end_umol_m2_s	net_assimilation_pct	co2_drawdown_mean_ppm	co2_drawdown_peak_ppm	o2_buildup_mean_ppm	enclosure_type	co2_depletion_min	co2_stress_hr	o2_hypoxia_days	earth_equiv_fan_cm_s	has_forced_airflow	fan_cm_s
Atha_Col-0_HypocotylCC_HSFA2-KO_GC_Rep2	OSD-205	BRIC	BRIC	GC	earth	hypocotyl	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_HSFA2-KO_GC_Rep3	OSD-205	BRIC	BRIC	GC	earth	hypocotyl	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_FLT_Rep1	OSD-205	BRIC	BRIC	FLT	ug	hypocotyl	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_FLT_Rep2	OSD-205	BRIC	BRIC	FLT	ug	hypocotyl	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_FLT_Rep3	OSD-205	BRIC	BRIC	FLT	ug	hypocotyl	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_FLT_Rep4	OSD-205	BRIC	BRIC	FLT	ug	hypocotyl	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_FLT_Rep5	OSD-205	BRIC	BRIC	FLT	ug	hypocotyl	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_GC_Rep1	OSD-205	BRIC	BRIC	GC	earth	hypocotyl	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_GC_Rep2	OSD-205	BRIC	BRIC	GC	earth	hypocotyl	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_GC_Rep3	OSD-205	BRIC	BRIC	GC	earth	hypocotyl	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_GC_Rep4	OSD-205	BRIC	BRIC	GC	earth	hypocotyl	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_Col-0_HypocotylCC_WT_GC_Rep5	OSD-205	BRIC	BRIC	GC	earth	hypocotyl	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
GSM2517002	OSD-217	Veggie	VEGGIE	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
GSM2517003	OSD-217	Veggie	VEGGIE	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
GSM2517004	OSD-217	Veggie	VEGGIE	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
GSM2517005	OSD-217	Veggie	VEGGIE	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
GSM2517006	OSD-217	Veggie	VEGGIE	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
GSM2517007	OSD-217	Veggie	VEGGIE	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
GSM2517008	OSD-217	Veggie	VEGGIE	GC	earth	leaf	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
GSM2517009	OSD-217	Veggie	VEGGIE	GC	earth	leaf	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
GSM2517010	OSD-217	Veggie	VEGGIE	GC	earth	leaf	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
GSM2517011	OSD-217	Veggie	VEGGIE	FLT	ug	leaf	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
GSM2517012	OSD-217	Veggie	VEGGIE	FLT	ug	leaf	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
GSM2517013	OSD-217	Veggie	VEGGIE	FLT	ug	leaf	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
Atha_Ws_leaf_FLT_Rep1	OSD-217	Veggie	VEGGIE	FLT	ug	leaf	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
Atha_Ws_leaf_FLT_Rep2	OSD-217	Veggie	VEGGIE	FLT	ug	leaf	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
Atha_Ws_leaf_FLT_Rep3	OSD-217	Veggie	VEGGIE	FLT	ug	leaf	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
Atha_Ws_leaf_GC_Rep1	OSD-217	Veggie	VEGGIE	GC	earth	leaf	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
Atha_Ws_leaf_GC_Rep2	OSD-217	Veggie	VEGGIE	GC	earth	leaf	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
Atha_Ws_leaf_GC_Rep3	OSD-217	Veggie	VEGGIE	GC	earth	leaf	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
Atha_Ws_root_FLT_Rep1	OSD-217	Veggie	VEGGIE	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
Atha_Ws_root_FLT_Rep2	OSD-217	Veggie	VEGGIE	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
Atha_Ws_root_FLT_Rep3	OSD-217	Veggie	VEGGIE	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
Atha_Ws_root_GC_Rep1	OSD-217	Veggie	VEGGIE	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
Atha_Ws_root_GC_Rep2	OSD-217	Veggie	VEGGIE	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
Atha_Ws_root_GC_Rep3	OSD-217	Veggie	VEGGIE	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
05G4_WT_RED_Col0_03g_Rep1	OSD-314	EMCS	VEGGIE	FLT	ug	unknown	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
06H4_WT_RED_Col0_03g_Rep2	OSD-314	EMCS	VEGGIE	FLT	ug	unknown	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
07A5_WT_RED_Col0_03g_Rep3	OSD-314	EMCS	VEGGIE	FLT	ug	unknown	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
13I4_WT_DARK_Col0_03g_Rep1	OSD-314	EMCS	VEGGIE	FLT	ug	unknown	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
14J4_WT_DARK_Col0_03g_Rep2	OSD-314	EMCS	VEGGIE	FLT	ug	unknown	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
15A7_WT_DARK_Col0_03g_Rep3	OSD-314	EMCS	VEGGIE	FLT	ug	unknown	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
21H5_WT_RED_Col0_1g_Rep1	OSD-314	EMCS	VEGGIE	GC	earth	unknown	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
22A6_WT_RED_Col0_1g_Rep2	OSD-314	EMCS	VEGGIE	GC	earth	unknown	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
23B6_WT_RED_Col0_1g_Rep3	OSD-314	EMCS	VEGGIE	GC	earth	unknown	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
30H7_WT_DARK_Col0_1g_Rep1	OSD-314	EMCS	VEGGIE	GC	earth	unknown	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
31A8_WT_DARK_Col0_1g_Rep2	OSD-314	EMCS	VEGGIE	GC	earth	unknown	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
32B8_WT_DARK_Col0_1g_Rep3	OSD-314	EMCS	VEGGIE	GC	earth	unknown	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
JBA1_WT_DARK_Col0_0g_Rep1	OSD-314	EMCS	VEGGIE	FLT	ug	unknown	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
JBA3_WT_RED_Col0_0g_Rep2	OSD-314	EMCS	VEGGIE	FLT	ug	unknown	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
JBB1_WT_DARK_Col0_0g_Rep2	OSD-314	EMCS	VEGGIE	FLT	ug	unknown	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
JBB3_WT_RED_Col0_0g_Rep3	OSD-314	EMCS	VEGGIE	FLT	ug	unknown	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
JBH2_WT_RED_Col0_0g_Rep1	OSD-314	EMCS	VEGGIE	FLT	ug	unknown	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
GSM4486031	OSD-321	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486032	OSD-321	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486033	OSD-321	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486034	OSD-321	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486035	OSD-321	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486036	OSD-321	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486037	OSD-321	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486038	OSD-321	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486039	OSD-321	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486040	OSD-321	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486041	OSD-321	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486042	OSD-321	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486043	OSD-321	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486044	OSD-321	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486045	OSD-321	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486046	OSD-321	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486047	OSD-321	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486048	OSD-321	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486049	OSD-321	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486050	OSD-321	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486051	OSD-321	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486052	OSD-321	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486053	OSD-321	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486054	OSD-321	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486055	OSD-321	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486056	OSD-321	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486057	OSD-321	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486058	OSD-321	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486059	OSD-321	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486060	OSD-321	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486061	OSD-321	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486062	OSD-321	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
